#Archive/File	Name	Time	Size	Type
Archive	GSE126918_RAW.tar	03/26/2020 12:55:00	2065438720	TAR
File	GSM3632977_shCHD1-2_1.fc_signal.bw	02/25/2019 18:05:27	164858349	BW
File	GSM3632978_shCHD1-2_2.fc_signal.bw	02/25/2019 17:47:05	131265701	BW
File	GSM3632979_shCHD1-2_3.fc_signal.bw	02/25/2019 18:19:30	146803613	BW
File	GSM3632980_shCHD1-1_1.fc_signal.bw	02/25/2019 18:04:31	149729032	BW
File	GSM3632981_shCHD1-1_2.fc_signal.bw	02/25/2019 18:06:14	144954413	BW
File	GSM3632982_shCHD1-1_3.fc_signal.bw	02/25/2019 18:46:18	164694328	BW
File	GSM3632983_shNT_1.fc_signal.bw	02/25/2019 18:54:34	118665642	BW
File	GSM3632984_shNT_2.fc_signal.bw	02/25/2019 17:00:45	160683463	BW
File	GSM3632985_shNT_3.fc_signal.bw	02/25/2019 17:01:38	161198241	BW
File	GSM3632986_shCHD1-XE-2_1.fc_signal.bw	02/25/2019 18:06:57	131965069	BW
File	GSM3632987_shCHD1-XE-2_2.fc_signal.bw	02/25/2019 18:37:48	125898939	BW
File	GSM3632988_shCHD1-XE-2_3.fc_signal.bw	02/25/2019 17:07:40	80041609	BW
File	GSM3632989_shCHD1-XE-1_1.fc_signal.bw	02/25/2019 17:47:53	141324136	BW
File	GSM3632990_shCHD1-XE-1_2.fc_signal.bw	02/25/2019 18:37:05	111319242	BW
File	GSM3632991_shCHD1-XE-1_3.fc_signal.bw	02/25/2019 18:35:32	131832386	BW
File	GSM3657231_pool-1-plasmid-normalizedcount.txt.gz	03/06/2019 14:01:57	2041	TXT
File	GSM3657232_pool-10-plasmid-normalizedcount.txt.gz	03/06/2019 14:01:57	2092	TXT
File	GSM3657233_pool-11-plasmid-normalizedcount.txt.gz	03/06/2019 14:01:57	2025	TXT
File	GSM3657234_pool-12-plasmid-normalizedcount.txt.gz	03/06/2019 14:01:57	2087	TXT
File	GSM3657235_pool-13-plasmid-normalizedcount.txt.gz	03/06/2019 14:01:57	2096	TXT
File	GSM3657236_pool-14-plasmid-normalizedcount.txt.gz	03/06/2019 14:01:57	2075	TXT
File	GSM3657237_pool-15-plasmid-normalizedcount.txt.gz	03/06/2019 14:01:57	2012	TXT
File	GSM3657238_pool-16-plasmid-normalizedcount.txt.gz	03/06/2019 14:01:57	2062	TXT
File	GSM3657239_pool-17-plasmid-normalizedcount.txt.gz	03/06/2019 14:01:57	2102	TXT
File	GSM3657240_pool-18-plasmid-normalizedcount.txt.gz	03/06/2019 14:01:57	2089	TXT
File	GSM3657241_pool-19-plasmid-normalizedcount.txt.gz	03/06/2019 14:01:57	2050	TXT
File	GSM3657242_pool-2-plasmid-normalizedcount.txt.gz	03/06/2019 14:01:57	2080	TXT
File	GSM3657243_pool-20-plasmid-normalizedcount.txt.gz	03/06/2019 14:01:57	2096	TXT
File	GSM3657244_pool-21-plasmid-normalizedcount.txt.gz	03/06/2019 14:01:57	2093	TXT
File	GSM3657245_pool-22-plasmid-normalizedcount.txt.gz	03/06/2019 14:01:57	2082	TXT
File	GSM3657246_pool-23-plasmid-normalizedcount.txt.gz	03/06/2019 14:01:57	2076	TXT
File	GSM3657247_pool-24-plasmid-normalizedcount.txt.gz	03/06/2019 14:01:57	2079	TXT
File	GSM3657248_pool-25-plasmid-normalizedcount.txt.gz	03/06/2019 14:01:58	2100	TXT
File	GSM3657249_pool-26-plasmid-normalizedcount.txt.gz	03/06/2019 14:01:58	2041	TXT
File	GSM3657250_pool-27-plasmid-normalizedcount.txt.gz	03/06/2019 14:01:58	2050	TXT
File	GSM3657251_pool-28-plasmid-normalizedcount.txt.gz	03/06/2019 14:01:58	2064	TXT
File	GSM3657252_pool-29-plasmid-normalizedcount.txt.gz	03/06/2019 14:01:58	2054	TXT
File	GSM3657253_pool-3-plasmid-normalizedcount.txt.gz	03/06/2019 14:01:58	2071	TXT
File	GSM3657254_pool-30-plasmid-normalizedcount.txt.gz	03/06/2019 14:01:58	2092	TXT
File	GSM3657255_pool-31-plasmid-normalizedcount.txt.gz	03/06/2019 14:01:58	2096	TXT
File	GSM3657256_pool-32-plasmid-normalizedcount.txt.gz	03/06/2019 14:01:58	2085	TXT
File	GSM3657257_pool-33-plasmid-normalizedcount.txt.gz	03/06/2019 14:01:58	2080	TXT
File	GSM3657258_pool-34-plasmid-normalizedcount.txt.gz	03/06/2019 14:01:58	2111	TXT
File	GSM3657259_pool-35-plasmid-normalizedcount.txt.gz	03/06/2019 14:01:58	2054	TXT
File	GSM3657260_pool-36-plasmid-normalizedcount.txt.gz	03/06/2019 14:01:58	2075	TXT
File	GSM3657261_pool-37-plasmid-normalizedcount.txt.gz	03/06/2019 14:01:58	2086	TXT
File	GSM3657262_pool-38-plasmid-normalizedcount.txt.gz	03/06/2019 14:01:58	2056	TXT
File	GSM3657263_pool-39-plasmid-normalizedcount.txt.gz	03/06/2019 14:01:58	2059	TXT
File	GSM3657264_pool-4-plasmid-normalizedcount.txt.gz	03/06/2019 14:01:58	2051	TXT
File	GSM3657265_pool-40-plasmid-normalizedcount.txt.gz	03/06/2019 14:01:58	2093	TXT
File	GSM3657266_pool-41-plasmid-normalizedcount.txt.gz	03/06/2019 14:01:58	2076	TXT
File	GSM3657267_pool-42-plasmid-normalizedcount.txt.gz	03/06/2019 14:01:58	2076	TXT
File	GSM3657268_pool-43-plasmid-normalizedcount.txt.gz	03/06/2019 14:01:58	782	TXT
File	GSM3657269_pool-5-plasmid-normalizedcount.txt.gz	03/06/2019 14:01:58	2094	TXT
