#Archive/File	Name	Time	Size	Type
Archive	GSE110633_RAW.tar	09/12/2018 11:18:50	22927360	TAR
File	GSM3004545_sample_1_ReadsPerGene.out.tab.gz	02/14/2018 16:41:06	376444	TAB
File	GSM3004546_sample_2_ReadsPerGene.out.tab.gz	02/14/2018 16:41:07	382934	TAB
File	GSM3004547_sample_3_ReadsPerGene.out.tab.gz	02/14/2018 16:41:07	382451	TAB
File	GSM3004548_sample_4_ReadsPerGene.out.tab.gz	02/14/2018 16:41:07	382340	TAB
File	GSM3004549_sample_5_ReadsPerGene.out.tab.gz	02/14/2018 16:41:07	380775	TAB
File	GSM3004550_sample_6_ReadsPerGene.out.tab.gz	02/14/2018 16:41:07	377140	TAB
File	GSM3004551_sample_7_ReadsPerGene.out.tab.gz	02/14/2018 16:41:07	385332	TAB
File	GSM3004552_sample_8_ReadsPerGene.out.tab.gz	02/14/2018 16:41:07	381039	TAB
File	GSM3004553_sample_9_ReadsPerGene.out.tab.gz	02/14/2018 16:41:08	384187	TAB
File	GSM3004554_sample_10_ReadsPerGene.out.tab.gz	02/14/2018 16:41:08	383242	TAB
File	GSM3004555_sample_11_ReadsPerGene.out.tab.gz	02/14/2018 16:41:08	377280	TAB
File	GSM3004556_sample_12_ReadsPerGene.out.tab.gz	02/14/2018 16:41:09	380766	TAB
File	GSM3004557_sample_13_ReadsPerGene.out.tab.gz	02/14/2018 16:41:09	379327	TAB
File	GSM3004558_sample_14_ReadsPerGene.out.tab.gz	02/14/2018 16:41:09	387162	TAB
File	GSM3004559_sample_15_ReadsPerGene.out.tab.gz	02/14/2018 16:41:09	393677	TAB
File	GSM3004560_sample_16_ReadsPerGene.out.tab.gz	02/14/2018 16:41:10	373713	TAB
File	GSM3004561_sample_17_ReadsPerGene.out.tab.gz	02/14/2018 16:41:10	378581	TAB
File	GSM3004562_sample_18_ReadsPerGene.out.tab.gz	02/14/2018 16:41:10	382408	TAB
File	GSM3004563_sample_19_ReadsPerGene.out.tab.gz	02/14/2018 16:41:10	376379	TAB
File	GSM3004564_sample_20_ReadsPerGene.out.tab.gz	02/14/2018 16:41:10	383797	TAB
File	GSM3004565_sample_21_ReadsPerGene.out.tab.gz	02/14/2018 16:41:11	382953	TAB
File	GSM3004566_sample_22_ReadsPerGene.out.tab.gz	02/14/2018 16:41:11	382452	TAB
File	GSM3004567_sample_23_ReadsPerGene.out.tab.gz	02/14/2018 16:41:11	380399	TAB
File	GSM3004568_sample_24_ReadsPerGene.out.tab.gz	02/14/2018 16:41:11	384803	TAB
File	GSM3004569_sample_25_ReadsPerGene.out.tab.gz	02/14/2018 16:41:11	380439	TAB
File	GSM3004570_sample_26_ReadsPerGene.out.tab.gz	02/14/2018 16:41:11	375811	TAB
File	GSM3004571_sample_27_ReadsPerGene.out.tab.gz	02/14/2018 16:41:11	374889	TAB
File	GSM3004572_sample_28_ReadsPerGene.out.tab.gz	02/14/2018 16:41:11	380184	TAB
File	GSM3004573_sample_29_ReadsPerGene.out.tab.gz	02/14/2018 16:41:12	380032	TAB
File	GSM3004574_sample_30_ReadsPerGene.out.tab.gz	02/14/2018 16:41:12	371774	TAB
File	GSM3004575_sample_31_ReadsPerGene.out.tab.gz	02/14/2018 16:41:12	378467	TAB
File	GSM3004576_sample_32_ReadsPerGene.out.tab.gz	02/14/2018 16:41:12	382160	TAB
File	GSM3004577_sample_33_ReadsPerGene.out.tab.gz	02/14/2018 16:41:12	376850	TAB
File	GSM3004578_sample_34_ReadsPerGene.out.tab.gz	02/14/2018 16:41:12	381557	TAB
File	GSM3004579_sample_35_ReadsPerGene.out.tab.gz	02/14/2018 16:41:12	381416	TAB
File	GSM3004580_sample_36_ReadsPerGene.out.tab.gz	02/14/2018 16:41:13	379919	TAB
File	GSM3004581_sample_37_ReadsPerGene.out.tab.gz	02/14/2018 16:41:13	381172	TAB
File	GSM3004582_sample_38_ReadsPerGene.out.tab.gz	02/14/2018 16:41:13	383076	TAB
File	GSM3004583_sample_39_ReadsPerGene.out.tab.gz	02/14/2018 16:41:13	370059	TAB
File	GSM3004584_sample_40_ReadsPerGene.out.tab.gz	02/14/2018 16:41:13	380864	TAB
File	GSM3004585_sample_41_ReadsPerGene.out.tab.gz	02/14/2018 16:41:13	390443	TAB
File	GSM3004586_sample_42_ReadsPerGene.out.tab.gz	02/14/2018 16:41:13	383648	TAB
File	GSM3004587_sample_43_ReadsPerGene.out.tab.gz	02/14/2018 16:41:13	379929	TAB
File	GSM3004588_sample_44_ReadsPerGene.out.tab.gz	02/14/2018 16:41:14	384499	TAB
File	GSM3004589_sample_45_ReadsPerGene.out.tab.gz	02/14/2018 16:41:14	384461	TAB
File	GSM3004590_sample_46_ReadsPerGene.out.tab.gz	02/14/2018 16:41:14	384028	TAB
File	GSM3004591_sample_47_ReadsPerGene.out.tab.gz	02/14/2018 16:41:14	385736	TAB
File	GSM3004592_sample_48_ReadsPerGene.out.tab.gz	02/14/2018 16:41:14	379690	TAB
File	GSM3004593_sample_49_ReadsPerGene.out.tab.gz	02/14/2018 16:41:14	382071	TAB
File	GSM3004594_sample_50_ReadsPerGene.out.tab.gz	02/14/2018 16:41:14	383598	TAB
File	GSM3004595_sample_51_ReadsPerGene.out.tab.gz	02/14/2018 16:41:15	380669	TAB
File	GSM3004596_sample_52_ReadsPerGene.out.tab.gz	02/14/2018 16:41:15	380391	TAB
File	GSM3004597_sample_53_ReadsPerGene.out.tab.gz	02/14/2018 16:41:15	382416	TAB
File	GSM3004598_sample_54_ReadsPerGene.out.tab.gz	02/14/2018 16:41:15	379116	TAB
File	GSM3004599_sample_55_ReadsPerGene.out.tab.gz	02/14/2018 16:41:15	379156	TAB
File	GSM3004600_sample_56_ReadsPerGene.out.tab.gz	02/14/2018 16:41:15	379285	TAB
File	GSM3004601_sample_57_ReadsPerGene.out.tab.gz	02/14/2018 16:41:15	389525	TAB
File	GSM3004602_sample_58_ReadsPerGene.out.tab.gz	02/14/2018 16:41:15	383769	TAB
File	GSM3004603_sample_59_ReadsPerGene.out.tab.gz	02/14/2018 16:41:16	386231	TAB
File	GSM3004604_sample_60_ReadsPerGene.out.tab.gz	02/14/2018 16:41:16	381511	TAB
