#Archive/File	Name	Time	Size	Type
Archive	GSE99311_RAW.tar	07/31/2017 10:17:54	17017630720	TAR
File	GSM2640269_N5_ATAC.bigWig	05/23/2017 10:32:33	365715446	BIGWIG
File	GSM2640270_N6_ATAC.bigWig	05/23/2017 10:32:43	337287988	BIGWIG
File	GSM2640271_P2_ATAC.bigWig	05/23/2017 10:32:57	393069932	BIGWIG
File	GSM2640272_P3_ATAC.bigWig	05/23/2017 10:33:08	426904304	BIGWIG
File	GSM2640273_T3_ATAC.bigWig	05/23/2017 10:33:15	137387817	BIGWIG
File	GSM2640274_T6_ATAC.bigWig	05/23/2017 10:33:19	172125953	BIGWIG
File	GSM2640275_T23_ATAC.bigWig	05/23/2017 10:33:07	177732201	BIGWIG
File	GSM2640276_M1L_ATAC.bigWig	05/23/2017 10:32:13	350943349	BIGWIG
File	GSM2640277_M3P_ATAC.bigWig	05/23/2017 10:32:23	246542202	BIGWIG
File	GSM2640278_M10P_ATAC.bigWig	05/23/2017 10:32:10	289254819	BIGWIG
File	GSM2640354_N5_H3K27ac.bigWig	05/23/2017 10:46:55	395432894	BIGWIG
File	GSM2640355_N6_H3K27ac.bigWig	05/23/2017 10:47:02	314580477	BIGWIG
File	GSM2640356_P2_H3K27ac.bigWig	05/23/2017 10:47:14	371900989	BIGWIG
File	GSM2640357_P3_H3K27ac.bigWig	05/23/2017 10:47:20	348265347	BIGWIG
File	GSM2640358_T3_H3K27ac.bigWig	05/23/2017 10:49:20	247570112	BIGWIG
File	GSM2640359_T6_H3K27ac.bigWig	05/23/2017 10:49:50	399506840	BIGWIG
File	GSM2640360_T19_H3K27ac.bigWig	05/23/2017 10:47:42	541494014	BIGWIG
File	GSM2640361_T23_H3K27ac.bigWig	05/23/2017 10:48:19	391654079	BIGWIG
File	GSM2640362_T33_H3K27ac.bigWig	05/23/2017 10:49:01	334250574	BIGWIG
File	GSM2640363_T34_H3K27ac.bigWig	05/23/2017 10:49:07	373410890	BIGWIG
File	GSM2640364_M1L_H3K27ac.bigWig	05/23/2017 10:45:44	319442799	BIGWIG
File	GSM2640365_M3L_H3K27ac.bigWig	05/23/2017 10:46:05	383893039	BIGWIG
File	GSM2640366_M3P_H3K27ac.bigWig	05/23/2017 10:46:34	539673451	BIGWIG
File	GSM2640367_M6P_H3K27ac.bigWig	05/23/2017 10:46:45	349519237	BIGWIG
File	GSM2640368_M10P_H3K27ac.bigWig	05/23/2017 10:44:38	263781370	BIGWIG
File	GSM2640369_M15D_H3K27ac.bigWig	05/23/2017 10:44:54	269476254	BIGWIG
File	GSM2640370_T3_H3K4me1.bigWig	05/23/2017 10:49:32	265395762	BIGWIG
