#Archive/File	Name	Time	Size	Type
Archive	GSE80154_RAW.tar	01/30/2018 08:55:45	9496842240	TAR
File	GPL16043_PrimeView_withERCC_binary.cdf.gz	09/11/2012 14:21:49	3323242	CDF
File	GPL16043_PrimeView_withERCC_binary.cdf.txt.gz	09/11/2012 14:21:50	3365463	TXT
File	GSM2113490_35_SKNAS_1.CEL.gz	04/11/2016 14:15:35	2116926	CEL
File	GSM2113491_36_SKNAS_2.CEL.gz	04/11/2016 14:15:36	2155822	CEL
File	GSM2113492_37_SKNAS_3.CEL.gz	04/11/2016 14:15:37	2143786	CEL
File	GSM2113493_38_SHS-Y5Y_1.CEL.gz	04/11/2016 14:15:38	2080733	CEL
File	GSM2113494_39_SHS-Y5Y_2.CEL.gz	04/11/2016 14:15:39	2132796	CEL
File	GSM2113495_40_SHS-Y5Y_3.CEL.gz	04/11/2016 14:15:40	2090995	CEL
File	GSM2113496_41_NGP_1.CEL.gz	04/11/2016 14:15:41	2098608	CEL
File	GSM2113497_42_NGP_2.CEL.gz	04/11/2016 14:15:42	2125851	CEL
File	GSM2113498_43_NGP_3.CEL.gz	04/11/2016 14:15:43	2144735	CEL
File	GSM2113499_44_BE2C_1.CEL.gz	04/11/2016 14:15:44	2173032	CEL
File	GSM2113500_45_BE2C_2.CEL.gz	04/11/2016 14:15:46	2163801	CEL
File	GSM2113501_46_BE2C_3.CEL.gz	04/11/2016 14:15:47	2163446	CEL
File	GSM2113502_47_KELLY_1.CEL.gz	04/11/2016 14:15:48	2129319	CEL
File	GSM2113503_48_KELLY_2.CEL.gz	04/11/2016 14:15:49	2123045	CEL
File	GSM2113504_49_KELLY_3.CEL.gz	04/11/2016 14:15:50	2091967	CEL
File	GSM2113505_SHEP21_0HR_H3K27AC_CHIP_RX.chiprx.scaled.bedgraph.gz	04/07/2016 15:10:59	678321189	BEDGRAPH
File	GSM2113506_SHEP21_0HR_INPUT_CHIP_RX.chiprx.scaled.bedgraph.gz	04/11/2016 14:19:14	474541520	BEDGRAPH
File	GSM2113507_SHEP21_0HR_MYCN_CHIP_RX.chiprx.scaled.bedgraph.gz	04/07/2016 15:09:53	85336731	BEDGRAPH
File	GSM2113508_SHEP21_0HR_POL2_CHIP_RX.chiprx.scaled.bedgraph.gz	04/07/2016 15:11:49	374595138	BEDGRAPH
File	GSM2113509_SHEP21_24HR_H3K27AC_CHIP_RX.chiprx.scaled.bedgraph.gz	04/07/2016 15:09:51	451563281	BEDGRAPH
File	GSM2113510_SHEP21_24HR_INPUT_CHIP_RX.chiprx.scaled.bedgraph.gz	04/07/2016 15:11:53	287781031	BEDGRAPH
File	GSM2113511_SHEP21_24HR_MYCN_CHIP_RX.chiprx.scaled.bedgraph.gz	04/07/2016 15:11:54	24654678	BEDGRAPH
File	GSM2113512_SHEP21_24HR_POL2_CHIP_RX.chiprx.scaled.bedgraph.gz	04/07/2016 15:10:50	294432935	BEDGRAPH
File	GSM2113513_SHEP21_2HR_H3K27AC_CHIP_RX.chiprx.scaled.bedgraph.gz	04/07/2016 15:09:45	435912677	BEDGRAPH
File	GSM2113514_SHEP21_2HR_INPUT_CHIP_RX.chiprx.scaled.bedgraph.gz	04/11/2016 14:22:19	604111474	BEDGRAPH
File	GSM2113515_SHEP21_2HR_MYCN_CHIP_RXchiprx.scaled.bedgraph.gz	04/07/2016 15:10:51	105267210	BEDGRAPH
File	GSM2113516_SHEP21_2HR_POL2_CHIP_RX.chiprx.scaled.bedgraph.gz	04/07/2016 15:11:44	219407081	BEDGRAPH
File	GSM2113517_BE2C_BRD4.wig.gz	04/04/2016 12:13:07	45165172	WIG
